id,created_at,title,link,organizer,category,instructor,level,rating,fee,description,image
1,2023-12-16 16:47:23.175286+00,"¡Luces, celular y acción!Crea contenidosaudiovisuales de impacto",https://www.edx.org/learn/marketing/pontificia-universidad-javeriana-comunicacion-audiovisual-desde-tu-smartphone,Pontificia Universidad Javeriana,Communication,,Introductory,,,"Smartphone Operation, Value Propositions, Marketing, Data Science, Economics, Communications",https://prod-discovery.edx-cdn.org/media/course/image/0a6c0bb2-2d18-42d7-8862-1dc6759e8941-fd0b260a20e5.small.png
2,2023-12-16 16:47:23.175286+00,3D CAD Fundamental,https://www.coursera.org/learn/3d-cad-fundamental,Coursera,Graphic Design,康仕仲,,4.7,Gratis,"There have many three-dimensional shape of the object in your brain that are wanted to share, but do not know how to express? How to ""sketch"" the three-dimensional image in your mind? 3D modeling technology can help us construct the most intuitive and understandable three-dimensional model. The use of floor plan interpret the three-dimensional object process－the most direct and effective expression of our ideas. We have designed many paradigms so that people can quickly understand the logic of using 3D CAD software Sketchup and drawing skills, from introduction to advanced, and introduce SketchUp 3D modeling technologies. After completing ""3D CAD Fundamental"", it is no longer difficult to draw ideas that are beyond imagination with 3D modeling technology! The goal of this course is to construct a three-dimensional model, with the computer as the main teaching material, to enrich the fun paradigm and the complete drawing process. Step-by-step teach you how to use Sketchup's 3D modeling software technology. With the completion of ""3D CAD Fundamental"", you will be able to realize the 3D objects that exist in the imagination through 3D modeling!",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2b/a4b0a0e46611e79df425420284134a/logo-01.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
3,2023-12-16 16:47:23.175286+00,A Fun Collage - with 30+ Examples,https://www.udemy.com/course/5-minute-collage/,Udemy,Graphic Design,Mike Merkur,,4.0,Gratis,How to Put Together a Photo CollageHow to use the awesome LOGOMAKR programOrganizing Lots of Screenshots of Famous PeopleWorking with Title and Icon Designs,https://img-b.udemycdn.com/course/240x135/3569599_b88d.jpg
4,2023-12-16 16:47:23.175286+00,A travel by SpanishAmerica: Spanish forbeginners,https://www.edx.org/learn/spanish/universidad-del-rosario-a-travel-by-spanish-america-spanish-for-beginners,Universidad del Rosario,Language,,Introductory,,,Spanish Language,https://prod-discovery.edx-cdn.org/media/course/image/cbe977ab-e20f-4909-982f-715d81fc9d90-3ed0c99ec351.small.jpeg
5,2023-12-16 16:47:23.175286+00,Academic and BusinessWriting,https://www.edx.org/learn/writing/university-of-california-berkeley-academic-and-business-writing,"University of California, Berkeley",Communication,,Introductory,,,"Diction, Business Writing, Writing, Vocabulary Development, Editing, Vocabulary, English Language, Grammar",https://prod-discovery.edx-cdn.org/media/course/image/ed682cf1-7c11-4417-ac78-e940843cfccc-bb93707c5457.small.jpg
6,2023-12-16 16:47:23.175286+00,Academic English: How toWrite an Essay,https://www.edx.org/learn/professional-writing/the-university-of-queensland-academic-english-how-to-write-an-essay,The University of Queensland,Communication,,Introductory,,,"Planning, Academic Writing, Research, Editing",https://prod-discovery.edx-cdn.org/media/course/image/94460a36-8f6c-4e50-82cd-47aab6996952-258273a5d881.small.jpeg
7,2023-12-16 16:47:23.175286+00,Administración pública yfiscal: cómo se gestionaun gobierno,https://www.edx.org/learn/government/inter-american-development-bank-administracion-publica-y-fiscal-como-se-gestiona-un-gobierno,Inter-American Development Bank,Economics & Finance,,Introductory,,,Public Administration,https://prod-discovery.edx-cdn.org/media/course/image/e4f36ec0-b44d-491c-af73-5963d5068242-8cb79ed772f0.small.jpg
8,2023-12-16 16:47:23.175286+00,Adobe Illustrator-CC Logo & Graphic Design Crash Course,https://www.udemy.com/course/graphicdesign_crashcourse/,Udemy,Graphic Design,Rahsaan Boone,,3.8,Gratis,Logo creationfont creationvector artGraphic design basics,https://img-b.udemycdn.com/course/240x135/4000896_f50d_2.jpg
9,2023-12-16 16:47:23.175286+00,Adobe Photoshop Introduction,https://myskill.id/course/adobe-photoshop-introduction,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.49,Berbayar,"Pada materi ini kita akan Mengenal Adobe Photoshop yang membahas mengenai Photoshop Setup, Bagaimana membuat dokumen baru,Workspace dan juga Navigasi. Dengan mempelajari materi ini di harapkan bara peserta mengetahui bagaimana cara atau tools apa saja yang di gunakan untuk Adobe Photoshop",https://image.myskill.id/elearning-poster/bnEgcxS1Ufs0iE3E7j5G/thumbnail.png
10,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Brush Tools,https://myskill.id/course/adobe-photoshop-brush-tools,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.6,Berbayar,Pada materi Brushes and Layers kita akan mempelajari Brush Tool dan juga Layers System. Dengan mempelajari materi ini di harapkan para peserta mengetahui tool yang di gunakan untuk Brush dan Layers dalam photoshop.,https://image.myskill.id/elearning-poster/Gt4pwxpKNPSRgTGTdFq3/thumbnail.png
11,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Color Gradient,https://myskill.id/course/color-gradient,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.54,Berbayar,"Pada materi Color Swatches and Gradient kita akan mempelajari mengenai Basic Color Interface,Color Swatches dan color gardian. Dengan mempelajari materi ini peserta di harapkan dapat mengetahui dan mempraktekan bagaimana untuk mengatur color pada photoshop",https://image.myskill.id/elearning-poster/tezep8cbjMJ8gRsb4pZ0/thumbnail.png
12,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Coloring,https://myskill.id/course/adobe-photoshop-coloring,Myskill,Graphic Design,Enrico Praditya Wacartha,,4.5,Berbayar,"Dalam rangkaian video ini, kita akan belajar bagaimana cara menggabungkan beberapa materi tentang color untuk diimplementasikan pada gambar yang ada. Setelah menonton video ini, kita akan dapat memberi warna untuk gambar ilustrasi yang kita punya.",https://image.myskill.id/elearning-poster/sDYM4vayLbGxn0V1ynNF/thumbnail.png
13,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Designing Instastories,https://myskill.id/course/designing-insta-stories,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.64,Berbayar,"Pada materi ini kita akan mempraktekan apa yang sudah kita pelajari pada materi sebelumnya. Dengan mempelajari materi ini di harapkan para peserta mampu mempraktekan dasar dasar yang sudah di pelajari pada pembelajaran sebelumnya, terutama pada materi ini kita akan membuat Desain Instagram Stories.",https://image.myskill.id/elearning-poster/utXvZ6Ls7WxxXu30RA54/thumbnail.png
14,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Digital Imaging Photo Manipulation,https://myskill.id/course/digital-imaging-photo-manipulation,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.6,Berbayar,"Dengan mempelajari materi ini, Anda dapat memahami bagaimana langkah-langkah melakukan manipulasi foto untuk membuat sebuah scene yang surreal atau fantasi. Anda akan mempelajari mulai dari mempersiapkan aset, melakukan koreksi image, hingga menggunakan elemen-elemen tambahan.",https://image.myskill.id/elearning-poster/IFmfpMJdNdktfopIuiiP/thumbnail.png
15,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Digital Imaging Photo Retouching,https://myskill.id/course/photoshop-digital-imaging-photo-retouching,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.65,Berbayar,"Pada pembelajaran kali ini, teman-teman akan mempelajari cara untuk retouching suatu foto, mulai dari melakukan image correction, skin retouch, hingga shaperning.",https://image.myskill.id/elearning-poster/eQ6DxmCXaMzfBOe3eZUR/thumbnail.png
16,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Digital Imaging Poster Ads,https://myskill.id/course/photoshop-digital-imaging-poster-ads,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.6,Berbayar,"Pada materi ini tidak jauh dari materi sebelimnya yaitu mengenai Seleksi Objek,Komposisi,Image Correction, Efek Cahaya dan Bayangan,Elemen Tambahan,Koreksi Warna. Dengan mempelajari materi ini di harapkan para peserta dapat mengetahui tool yang di gunakan dan juga dapat mempraktekan dari materi yang telah di pelajari sebelumnya.",https://image.myskill.id/elearning-poster/1U6grvWo8u3sKufZjZbL/thumbnail.png
17,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Digital Imaging Product Showcase,https://myskill.id/course/product-showcase,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.62,Berbayar,"Pada materi Digital Imaging Product Showcase kita akan mempelajari dan memperaktekan bagaimana Seleksi Objek, Efek Cahaya dan Bayangan, Elemen Tambahan dan juga mengenai Koreksi Warna. Dengan mempelajari materi ini di harapkan para peserta mengetahui tools apa saja yang di gunakan dalam membuat suatu Imaging Product Showcase yang menarik.",https://image.myskill.id/elearning-poster/7SpMkXMCtVEOuhnleMMi/thumbnail.png
18,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Duotone Effect,https://myskill.id/course/duotone-effect-pothoshop,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.63,Berbayar,"Pada materi ini, kita akan belajar bagaimana cara mengedit foto di dalam adobe photoshop dengan menggunakan efek duotone yang populer digunakan oleh brand-brand terkenal. Dengan belajar pula bagaimana cara memadukan warna, desain yang kita buat akan semakin baik.",https://image.myskill.id/elearning-poster/xiozDHxYmZqxEpqOOB2G/thumbnail.png
19,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Layer Mask & Layer Style,https://myskill.id/course/photoshop-layer-mask-layer-style,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.62,Berbayar,Pada Layer Mask & Layer Style kita akan mempelajari mengenai Layer Mask dan Layer Style. Dengan mempelajari materi ini diharapkan para peserta mengetahui apa itu Layer Mask & Layer Style pada desain grafis,https://image.myskill.id/elearning-poster/PJcFuJ6O7wl1VoaRR6vt/thumbnail.png
20,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Layer System,https://myskill.id/course/layer-system-photoshop,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.65,Berbayar,"Pada materi ini kita akan belajar bagaimana konsep dari layer, layer panel, layer type, dan layer search. Layering ini merupakan salah satu core, atau metode utama dalam menggunakan photoshop. Dengan belajar system layer, kita akan lebih mahir menggunakan feature yang ada di photoshop yang akan membantu kita mendesain jadi lebih mudah dan hasilnya pun maksimal.",https://image.myskill.id/elearning-poster/uYL0PszWf0l2GblSyjmz/thumbnail.png
21,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Product Photo Retouching,https://myskill.id/course/product-photo-retouching,Myskill,Graphic Design,Enrico Praditya Wacartha,,5,Berbayar,"Dalam rangkaian video ini, kita akan belajar bagaimana melakukan photo editing dan retouching untuk object berupa foto produk. Sehingga, kita bisa belajar untuk membuat foto produk kita lebih professional dan lebih bagus untuk dilihat oleh konsumen.",https://image.myskill.id/elearning-poster/FDhhczgShKPT99POIch4/thumbnail.png
22,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Selection,https://myskill.id/course/selection-adobe-photoshop,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.62,Berbayar,"Pada materi Selection kita akan mempelajari Marquee Tool,Lasso Tool,Automatic Selection Tool dan crop tool. Dengan mempelajari materi ini di harapkan para peserta mengetahui dan dapat memperaktekan tool apa saja yang di gunakan untuk Selection pada desain grafis",https://image.myskill.id/elearning-poster/R6bJvH25h4GKsuVotqrU/thumbnail.png
23,2023-12-16 16:47:23.175286+00,Adobe Photoshop: Type Tools,https://myskill.id/course/adobe-photoshop-type-tools,Myskill,Graphic Design,"Pramono Hadi Sigit ",,4.62,Berbayar,Pada materi Type Tool kita akan mempelajari beberapa type tool yang ada di photoshop. Dengan mempelajari materi ini di harapkan para peserta mengetahui type tool apa saja yang ada di photoshop,https://image.myskill.id/elearning-poster/tekJZIAuMr3vtp2l2Xlo/thumbnail.png
24,2023-12-16 16:47:23.175286+00,"AI & ChatGPT Prompt for  Digital Marketing, Sales & Growth",https://www.udemy.com/course/ai-chatgpt-prompt-for-digital-marketing/,Udemy,Digital Marketing,Anieno Adeyemi,"Beginner ",4.3,Gratis,"ChatGPT Guide: From Concept to Campaign - Mastering Marketing with ChatGPTChatGPT: Crafting a Comprehensive Content CalendarRefine Your Ideal Audience and Buyer Persona with Marketing  Strategy.Curate Engaging Social Media Content Using ChatGPTGenerate Ads Copy  Seamlessly with ChatGPTGenerate Campaign Idea  for your Clients BriefDesign an Effective Email Campaign Sequence via ChatGPTMarketing Magic: Leverage ChatGPT to Curate Custom Content, Tap into Trending Niches, and Design Captivating Ads, Newsletters and Blogs!Prompt Mastery: Elevate your marketing with ChatGPT—Refine AI-driven content, Engage Broader Audiences, and Amplify Your Brand's Presence!Generate  Comprehensive  Marketing ResearchUnderstand Artificial Intelligence and how it worksMachine Learning and it different types  Simplified",https://img-c.udemycdn.com/course/240x135/5500370_3de2_2.jpg
25,2023-12-16 16:47:23.175286+00,Algoritmos yProgramación en R,https://www.edx.org/learn/r-programming/tecnologico-de-monterrey-algoritmos-y-programacion-en-r,Tecnológico de Monterrey,Economics & Finance,,Advanced,,,"RStudio, Management, R (Programming Language), Data Structures, Algorithms, Programming Concepts, Data Management",https://prod-discovery.edx-cdn.org/media/course/image/b3484463-a87a-42dd-bef8-c3b8fbdd3965-2683270fc129.small.jpeg
26,2023-12-16 16:47:23.175286+00,All About Dictionary Python,https://myskill.id/course/all-about-dictionary-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.56,Berbayar,Materi ini membahas pengenalan pada dictionary dalam python. Dibahas pula mengenai restriction pada dictionary dan metode pada dictionary.,https://image.myskill.id/elearning-poster/QueVi2DPYPAIgs48Fycn/thumbnail.png
27,2023-12-16 16:47:23.175286+00,Amazing Graphic Design for Beginners in 3 EASY STEPS,https://www.udemy.com/course/amazing-graphic-design-for-beginners/,Udemy,Graphic Design,CJA Muller,,3.4,Gratis,Create professional looking graphic projects with ease using free softwareEasily find or source free graphics for use in their projectsEasily create transparent graphic backgroundsDownload and use free bonus software and resourcesReceive more free educational products,https://img-b.udemycdn.com/course/240x135/547190_7d29.jpg
28,2023-12-16 16:47:23.175286+00,Analisis Bisnis untuk Pemula : Metode Statistik,https://www.udemy.com/course/business-statistic-ii/,Udemy,Data Science & Data Analysis,Bina Nusantara University,,4.6,Gratis,Student dapat memahami dan menerapkan metode statistic dalam latihan yang diberikan,https://img-c.udemycdn.com/course/240x135/1595440_cf54.jpg
